anio,prevalencia_contactos,porcentaje_ninos,elegibles_tratamiento,year,e_tbhiv_prct,e_mort_exc_tbhiv_100k,e_mort_tbhiv_100k,c_cdr
2022,10.0,57.92890633932704,7.2,2022,9.2,2.9,0.36,87.0
2022,10.0,57.92890633932704,7.2,2023,9.2,2.9,0.36,84.52192242833053
2023,10.0,56.588275703724165,240.0,2000,11.0,13.0,1.8,87.0
2023,10.0,56.588275703724165,240.0,2001,10.0,13.0,1.8,87.0
2023,10.0,56.588275703724165,240.0,2002,9.6,9.8,1.5,87.0
2023,10.0,56.588275703724165,240.0,2003,8.9,10.0,1.3,87.0
2023,10.0,56.588275703724165,240.0,2004,2.8,8.9,0.4,87.0
2023,10.0,56.588275703724165,240.0,2005,4.3,9.0,0.56,87.0
2023,10.0,56.588275703724165,240.0,2006,4.2,9.1,0.5,87.0
2023,10.0,56.588275703724165,240.0,2007,5.3,7.2,0.61,87.0
2023,10.0,56.588275703724165,240.0,2008,7.8,5.8,0.78,87.0
2023,10.0,56.588275703724165,240.0,2009,8.8,5.3,0.81,87.0
2023,10.0,56.588275703724165,240.0,2010,9.5,4.5,0.85,87.0
2023,10.0,56.588275703724165,240.0,2011,9.4,4.0,0.81,87.0
2023,10.0,56.588275703724165,240.0,2012,14.0,3.2,1.3,87.0
2023,10.0,56.588275703724165,240.0,2013,5.5,5.3,0.48,87.0
2023,10.0,56.588275703724165,240.0,2014,19.0,3.5,1.5,87.0
2023,10.0,56.588275703724165,240.0,2015,17.0,5.0,1.2,87.0
2023,10.0,56.588275703724165,240.0,2016,11.0,4.1,0.74,87.0
2023,10.0,56.588275703724165,240.0,2017,11.0,3.8,0.62,87.0
2023,10.0,56.588275703724165,240.0,2018,7.3,3.4,0.38,84.52192242833053
2023,10.0,56.588275703724165,240.0,2019,7.7,3.4,0.36,84.52192242833053
2023,10.0,56.588275703724165,240.0,2020,7.7,3.2,0.36,84.52192242833053
2023,10.0,56.588275703724165,240.0,2021,7.7,3.5,0.36,87.0
2023,10.0,56.588275703724165,240.0,2022,9.2,2.9,0.36,87.0
2023,10.0,56.588275703724165,240.0,2023,9.2,2.9,0.36,84.52192242833053
2015,4.6,100.0,24.0,2000,0.71,1.4,0.02,87.0
2015,4.6,100.0,24.0,2001,0.61,1.2,0.01,87.0
2015,4.6,100.0,24.0,2002,0.55,0.98,0.01,87.0
2015,4.6,100.0,24.0,2003,0.52,0.81,0.01,87.0
2015,4.6,100.0,24.0,2004,0.53,0.81,0.01,87.0
2015,4.6,100.0,24.0,2005,0.59,0.78,0.01,87.0
2015,4.6,100.0,24.0,2006,0.66,0.74,0.01,87.0
2015,4.6,100.0,24.0,2007,0.74,0.93,0.02,87.0
2015,4.6,100.0,24.0,2008,0.79,1.0,0.02,87.0
2015,4.6,100.0,24.0,2009,0.83,0.97,0.02,87.0
2015,4.6,100.0,24.0,2010,0.86,0.97,0.02,87.0
2015,4.6,100.0,24.0,2011,0.9,0.89,0.02,87.0
2015,4.6,100.0,24.0,2012,0.71,1.1,0.02,87.0
2015,4.6,100.0,24.0,2013,0.93,1.1,0.02,87.0
2015,4.6,100.0,24.0,2014,2.0,1.0,0.04,87.0
2015,4.6,100.0,24.0,2015,1.2,0.94,0.02,87.0
2015,4.6,100.0,24.0,2016,0.83,0.9,0.02,87.0
2015,4.6,100.0,24.0,2017,0.72,0.85,0.01,87.0
2015,4.6,100.0,24.0,2018,1.0,0.89,0.02,87.0
2015,4.6,100.0,24.0,2019,0.81,1.0,0.02,87.0
2015,4.6,100.0,24.0,2020,0.37,1.1,0.01,87.0
2015,4.6,100.0,24.0,2021,0.88,0.77,0.01,87.0
2015,4.6,100.0,24.0,2022,0.3,0.84,0.01,87.0
2015,4.6,100.0,24.0,2023,0.84,0.82,0.02,87.0
2016,2.1,65.0,29.0,2000,0.71,1.4,0.02,87.0
2016,2.1,65.0,29.0,2001,0.61,1.2,0.01,87.0
2016,2.1,65.0,29.0,2002,0.55,0.98,0.01,87.0
2016,2.1,65.0,29.0,2003,0.52,0.81,0.01,87.0
2016,2.1,65.0,29.0,2004,0.53,0.81,0.01,87.0
2016,2.1,65.0,29.0,2005,0.59,0.78,0.01,87.0
2016,2.1,65.0,29.0,2006,0.66,0.74,0.01,87.0
2016,2.1,65.0,29.0,2007,0.74,0.93,0.02,87.0
2016,2.1,65.0,29.0,2008,0.79,1.0,0.02,87.0
2016,2.1,65.0,29.0,2009,0.83,0.97,0.02,87.0
2016,2.1,65.0,29.0,2010,0.86,0.97,0.02,87.0
2016,2.1,65.0,29.0,2011,0.9,0.89,0.02,87.0
2016,2.1,65.0,29.0,2012,0.71,1.1,0.02,87.0
2016,2.1,65.0,29.0,2013,0.93,1.1,0.02,87.0
2016,2.1,65.0,29.0,2014,2.0,1.0,0.04,87.0
2016,2.1,65.0,29.0,2015,1.2,0.94,0.02,87.0
2016,2.1,65.0,29.0,2016,0.83,0.9,0.02,87.0
2016,2.1,65.0,29.0,2017,0.72,0.85,0.01,87.0
2016,2.1,65.0,29.0,2018,1.0,0.89,0.02,87.0
2016,2.1,65.0,29.0,2019,0.81,1.0,0.02,87.0
2016,2.1,65.0,29.0,2020,0.37,1.1,0.01,87.0
2016,2.1,65.0,29.0,2021,0.88,0.77,0.01,87.0
2016,2.1,65.0,29.0,2022,0.3,0.84,0.01,87.0
2016,2.1,65.0,29.0,2023,0.84,0.82,0.02,87.0
2017,10.0,100.0,31.0,2000,0.71,1.4,0.02,87.0
2017,10.0,100.0,31.0,2001,0.61,1.2,0.01,87.0
2017,10.0,100.0,31.0,2002,0.55,0.98,0.01,87.0
2017,10.0,100.0,31.0,2003,0.52,0.81,0.01,87.0
2017,10.0,100.0,31.0,2004,0.53,0.81,0.01,87.0
2017,10.0,100.0,31.0,2005,0.59,0.78,0.01,87.0
2017,10.0,100.0,31.0,2006,0.66,0.74,0.01,87.0
2017,10.0,100.0,31.0,2007,0.74,0.93,0.02,87.0
2017,10.0,100.0,31.0,2008,0.79,1.0,0.02,87.0
2017,10.0,100.0,31.0,2009,0.83,0.97,0.02,87.0
2017,10.0,100.0,31.0,2010,0.86,0.97,0.02,87.0
2017,10.0,100.0,31.0,2011,0.9,0.89,0.02,87.0
2017,10.0,100.0,31.0,2012,0.71,1.1,0.02,87.0
2017,10.0,100.0,31.0,2013,0.93,1.1,0.02,87.0
2017,10.0,100.0,31.0,2014,2.0,1.0,0.04,87.0
2017,10.0,100.0,31.0,2015,1.2,0.94,0.02,87.0
2017,10.0,100.0,31.0,2016,0.83,0.9,0.02,87.0
2017,10.0,100.0,31.0,2017,0.72,0.85,0.01,87.0
2017,10.0,100.0,31.0,2018,1.0,0.89,0.02,87.0
2017,10.0,100.0,31.0,2019,0.81,1.0,0.02,87.0
2017,10.0,100.0,31.0,2020,0.37,1.1,0.01,87.0
2017,10.0,100.0,31.0,2021,0.88,0.77,0.01,87.0
2017,10.0,100.0,31.0,2022,0.3,0.84,0.01,87.0
2017,10.0,100.0,31.0,2023,0.84,0.82,0.02,87.0
2018,10.0,100.0,31.0,2000,0.71,1.4,0.02,87.0
2018,10.0,100.0,31.0,2001,0.61,1.2,0.01,87.0
2018,10.0,100.0,31.0,2002,0.55,0.98,0.01,87.0
2018,10.0,100.0,31.0,2003,0.52,0.81,0.01,87.0
2018,10.0,100.0,31.0,2004,0.53,0.81,0.01,87.0
2018,10.0,100.0,31.0,2005,0.59,0.78,0.01,87.0
2018,10.0,100.0,31.0,2006,0.66,0.74,0.01,87.0
2018,10.0,100.0,31.0,2007,0.74,0.93,0.02,87.0
2018,10.0,100.0,31.0,2008,0.79,1.0,0.02,87.0
2018,10.0,100.0,31.0,2009,0.83,0.97,0.02,87.0
2018,10.0,100.0,31.0,2010,0.86,0.97,0.02,87.0
2018,10.0,100.0,31.0,2011,0.9,0.89,0.02,87.0
2018,10.0,100.0,31.0,2012,0.71,1.1,0.02,87.0
2018,10.0,100.0,31.0,2013,0.93,1.1,0.02,87.0
2018,10.0,100.0,31.0,2014,2.0,1.0,0.04,87.0
2018,10.0,100.0,31.0,2015,1.2,0.94,0.02,87.0
2018,10.0,100.0,31.0,2016,0.83,0.9,0.02,87.0
2018,10.0,100.0,31.0,2017,0.72,0.85,0.01,87.0
2018,10.0,100.0,31.0,2018,1.0,0.89,0.02,87.0
2018,10.0,100.0,31.0,2019,0.81,1.0,0.02,87.0
2018,10.0,100.0,31.0,2020,0.37,1.1,0.01,87.0
2018,10.0,100.0,31.0,2021,0.88,0.77,0.01,87.0
2018,10.0,100.0,31.0,2022,0.3,0.84,0.01,87.0
2018,10.0,100.0,31.0,2023,0.84,0.82,0.02,87.0
2019,10.0,100.0,40.0,2000,0.71,1.4,0.02,87.0
2019,10.0,100.0,40.0,2001,0.61,1.2,0.01,87.0
2019,10.0,100.0,40.0,2002,0.55,0.98,0.01,87.0
2019,10.0,100.0,40.0,2003,0.52,0.81,0.01,87.0
2019,10.0,100.0,40.0,2004,0.53,0.81,0.01,87.0
2019,10.0,100.0,40.0,2005,0.59,0.78,0.01,87.0
2019,10.0,100.0,40.0,2006,0.66,0.74,0.01,87.0
2019,10.0,100.0,40.0,2007,0.74,0.93,0.02,87.0
2019,10.0,100.0,40.0,2008,0.79,1.0,0.02,87.0
2019,10.0,100.0,40.0,2009,0.83,0.97,0.02,87.0
2019,10.0,100.0,40.0,2010,0.86,0.97,0.02,87.0
2019,10.0,100.0,40.0,2011,0.9,0.89,0.02,87.0
2019,10.0,100.0,40.0,2012,0.71,1.1,0.02,87.0
2019,10.0,100.0,40.0,2013,0.93,1.1,0.02,87.0
2019,10.0,100.0,40.0,2014,2.0,1.0,0.04,87.0
2019,10.0,100.0,40.0,2015,1.2,0.94,0.02,87.0
2019,10.0,100.0,40.0,2016,0.83,0.9,0.02,87.0
2019,10.0,100.0,40.0,2017,0.72,0.85,0.01,87.0
2019,10.0,100.0,40.0,2018,1.0,0.89,0.02,87.0
2019,10.0,100.0,40.0,2019,0.81,1.0,0.02,87.0
2019,10.0,100.0,40.0,2020,0.37,1.1,0.01,87.0
2019,10.0,100.0,40.0,2021,0.88,0.77,0.01,87.0
2019,10.0,100.0,40.0,2022,0.3,0.84,0.01,87.0
2019,10.0,100.0,40.0,2023,0.84,0.82,0.02,87.0
2020,28.0,100.0,31.0,2000,0.71,1.4,0.02,87.0
2020,28.0,100.0,31.0,2001,0.61,1.2,0.01,87.0
2020,28.0,100.0,31.0,2002,0.55,0.98,0.01,87.0
2020,28.0,100.0,31.0,2003,0.52,0.81,0.01,87.0
2020,28.0,100.0,31.0,2004,0.53,0.81,0.01,87.0
2020,28.0,100.0,31.0,2005,0.59,0.78,0.01,87.0
2020,28.0,100.0,31.0,2006,0.66,0.74,0.01,87.0
2020,28.0,100.0,31.0,2007,0.74,0.93,0.02,87.0
2020,28.0,100.0,31.0,2008,0.79,1.0,0.02,87.0
2020,28.0,100.0,31.0,2009,0.83,0.97,0.02,87.0
2020,28.0,100.0,31.0,2010,0.86,0.97,0.02,87.0
2020,28.0,100.0,31.0,2011,0.9,0.89,0.02,87.0
2020,28.0,100.0,31.0,2012,0.71,1.1,0.02,87.0
2020,28.0,100.0,31.0,2013,0.93,1.1,0.02,87.0
2020,28.0,100.0,31.0,2014,2.0,1.0,0.04,87.0
2020,28.0,100.0,31.0,2015,1.2,0.94,0.02,87.0
2020,28.0,100.0,31.0,2016,0.83,0.9,0.02,87.0
2020,28.0,100.0,31.0,2017,0.72,0.85,0.01,87.0
2020,28.0,100.0,31.0,2018,1.0,0.89,0.02,87.0
2020,28.0,100.0,31.0,2019,0.81,1.0,0.02,87.0
2020,28.0,100.0,31.0,2020,0.37,1.1,0.01,87.0
2020,28.0,100.0,31.0,2021,0.88,0.77,0.01,87.0
2020,28.0,100.0,31.0,2022,0.3,0.84,0.01,87.0
2020,28.0,100.0,31.0,2023,0.84,0.82,0.02,87.0
2021,10.0,100.0,21.0,2000,0.71,1.4,0.02,87.0
2021,10.0,100.0,21.0,2001,0.61,1.2,0.01,87.0
2021,10.0,100.0,21.0,2002,0.55,0.98,0.01,87.0
2021,10.0,100.0,21.0,2003,0.52,0.81,0.01,87.0
2021,10.0,100.0,21.0,2004,0.53,0.81,0.01,87.0
2021,10.0,100.0,21.0,2005,0.59,0.78,0.01,87.0
2021,10.0,100.0,21.0,2006,0.66,0.74,0.01,87.0
2021,10.0,100.0,21.0,2007,0.74,0.93,0.02,87.0
2021,10.0,100.0,21.0,2008,0.79,1.0,0.02,87.0
2021,10.0,100.0,21.0,2009,0.83,0.97,0.02,87.0
2021,10.0,100.0,21.0,2010,0.86,0.97,0.02,87.0
2021,10.0,100.0,21.0,2011,0.9,0.89,0.02,87.0
2021,10.0,100.0,21.0,2012,0.71,1.1,0.02,87.0
2021,10.0,100.0,21.0,2013,0.93,1.1,0.02,87.0
2021,10.0,100.0,21.0,2014,2.0,1.0,0.04,87.0
2021,10.0,100.0,21.0,2015,1.2,0.94,0.02,87.0
2021,10.0,100.0,21.0,2016,0.83,0.9,0.02,87.0
2021,10.0,100.0,21.0,2017,0.72,0.85,0.01,87.0
2021,10.0,100.0,21.0,2018,1.0,0.89,0.02,87.0
2021,10.0,100.0,21.0,2019,0.81,1.0,0.02,87.0
2021,10.0,100.0,21.0,2020,0.37,1.1,0.01,87.0
2021,10.0,100.0,21.0,2021,0.88,0.77,0.01,87.0
2021,10.0,100.0,21.0,2022,0.3,0.84,0.01,87.0
2021,10.0,100.0,21.0,2023,0.84,0.82,0.02,87.0
2022,23.0,100.0,22.0,2000,0.71,1.4,0.02,87.0
2022,23.0,100.0,22.0,2001,0.61,1.2,0.01,87.0
2022,23.0,100.0,22.0,2002,0.55,0.98,0.01,87.0
2022,23.0,100.0,22.0,2003,0.52,0.81,0.01,87.0
2022,23.0,100.0,22.0,2004,0.53,0.81,0.01,87.0
2022,23.0,100.0,22.0,2005,0.59,0.78,0.01,87.0
2022,23.0,100.0,22.0,2006,0.66,0.74,0.01,87.0
2022,23.0,100.0,22.0,2007,0.74,0.93,0.02,87.0
2022,23.0,100.0,22.0,2008,0.79,1.0,0.02,87.0
2022,23.0,100.0,22.0,2009,0.83,0.97,0.02,87.0
2022,23.0,100.0,22.0,2010,0.86,0.97,0.02,87.0
2022,23.0,100.0,22.0,2011,0.9,0.89,0.02,87.0
2022,23.0,100.0,22.0,2012,0.71,1.1,0.02,87.0
2022,23.0,100.0,22.0,2013,0.93,1.1,0.02,87.0
2022,23.0,100.0,22.0,2014,2.0,1.0,0.04,87.0
2022,23.0,100.0,22.0,2015,1.2,0.94,0.02,87.0
2022,23.0,100.0,22.0,2016,0.83,0.9,0.02,87.0
2022,23.0,100.0,22.0,2017,0.72,0.85,0.01,87.0
2022,23.0,100.0,22.0,2018,1.0,0.89,0.02,87.0
2022,23.0,100.0,22.0,2019,0.81,1.0,0.02,87.0
2022,23.0,100.0,22.0,2020,0.37,1.1,0.01,87.0
2022,23.0,100.0,22.0,2021,0.88,0.77,0.01,87.0
2022,23.0,100.0,22.0,2022,0.3,0.84,0.01,87.0
2022,23.0,100.0,22.0,2023,0.84,0.82,0.02,87.0
2023,28.0,100.0,25.0,2000,0.71,1.4,0.02,87.0
2023,28.0,100.0,25.0,2001,0.61,1.2,0.01,87.0
2023,28.0,100.0,25.0,2002,0.55,0.98,0.01,87.0
2023,28.0,100.0,25.0,2003,0.52,0.81,0.01,87.0
2023,28.0,100.0,25.0,2004,0.53,0.81,0.01,87.0
2023,28.0,100.0,25.0,2005,0.59,0.78,0.01,87.0
2023,28.0,100.0,25.0,2006,0.66,0.74,0.01,87.0
2023,28.0,100.0,25.0,2007,0.74,0.93,0.02,87.0
2023,28.0,100.0,25.0,2008,0.79,1.0,0.02,87.0
2023,28.0,100.0,25.0,2009,0.83,0.97,0.02,87.0
2023,28.0,100.0,25.0,2010,0.86,0.97,0.02,87.0
2023,28.0,100.0,25.0,2011,0.9,0.89,0.02,87.0
2023,28.0,100.0,25.0,2012,0.71,1.1,0.02,87.0
2023,28.0,100.0,25.0,2013,0.93,1.1,0.02,87.0
2023,28.0,100.0,25.0,2014,2.0,1.0,0.04,87.0
2023,28.0,100.0,25.0,2015,1.2,0.94,0.02,87.0
2023,28.0,100.0,25.0,2016,0.83,0.9,0.02,87.0
2023,28.0,100.0,25.0,2017,0.72,0.85,0.01,87.0
2023,28.0,100.0,25.0,2018,1.0,0.89,0.02,87.0
2023,28.0,100.0,25.0,2019,0.81,1.0,0.02,87.0
2023,28.0,100.0,25.0,2020,0.37,1.1,0.01,87.0
2023,28.0,100.0,25.0,2021,0.88,0.77,0.01,87.0
2023,28.0,100.0,25.0,2022,0.3,0.84,0.01,87.0
2023,28.0,100.0,25.0,2023,0.84,0.82,0.02,87.0
2015,5.0,57.65681660257452,240.0,2000,69.0,54.0,211.0,59.0
2015,5.0,57.65681660257452,240.0,2001,70.0,84.0,325.0,38.0
2015,5.0,57.65681660257452,240.0,2002,71.0,75.0,301.0,50.0
2015,5.0,57.65681660257452,240.0,2003,72.0,66.0,277.0,60.0
2015,5.0,57.65681660257452,240.0,2004,72.0,82.0,347.0,50.0
2015,5.0,57.65681660257452,240.0,2005,73.0,91.0,390.0,46.0
2015,5.0,57.65681660257452,240.0,2006,74.0,83.0,371.0,52.0
2015,5.0,57.65681660257452,240.0,2007,75.0,76.0,354.0,55.0
2015,5.0,57.65681660257452,240.0,2008,76.0,70.0,414.0,49.0
2015,5.0,57.65681660257452,240.0,2009,77.0,67.0,408.0,50.0
2015,5.0,57.65681660257452,240.0,2010,77.0,64.0,232.0,49.0
2015,5.0,57.65681660257452,240.0,2011,75.0,64.0,205.0,51.0
2015,5.0,57.65681660257452,240.0,2012,74.0,60.0,325.0,51.0
2015,5.0,57.65681660257452,240.0,2013,74.0,58.0,299.0,49.0
2015,5.0,57.65681660257452,240.0,2014,72.0,54.0,258.0,50.0
2015,5.0,57.65681660257452,240.0,2015,72.0,52.0,249.0,46.0
2015,5.0,57.65681660257452,240.0,2016,72.0,47.0,224.0,48.0
2015,5.0,57.65681660257452,240.0,2017,70.0,46.0,203.0,48.0
2015,5.0,57.65681660257452,240.0,2018,66.0,50.0,181.0,49.0
2015,5.0,57.65681660257452,240.0,2019,62.0,57.0,168.0,49.0
2015,5.0,57.65681660257452,240.0,2020,64.0,57.0,165.0,34.0
2015,5.0,57.65681660257452,240.0,2021,62.0,66.0,178.0,31.0
2015,5.0,57.65681660257452,240.0,2022,60.0,72.0,180.0,37.0
2015,5.0,57.65681660257452,240.0,2023,58.0,68.0,161.0,42.0
2016,5.15,57.59554289867761,240.0,2000,69.0,54.0,211.0,59.0
2016,5.15,57.59554289867761,240.0,2001,70.0,84.0,325.0,38.0
2016,5.15,57.59554289867761,240.0,2002,71.0,75.0,301.0,50.0
2016,5.15,57.59554289867761,240.0,2003,72.0,66.0,277.0,60.0
2016,5.15,57.59554289867761,240.0,2004,72.0,82.0,347.0,50.0
2016,5.15,57.59554289867761,240.0,2005,73.0,91.0,390.0,46.0
2016,5.15,57.59554289867761,240.0,2006,74.0,83.0,371.0,52.0
2016,5.15,57.59554289867761,240.0,2007,75.0,76.0,354.0,55.0
2016,5.15,57.59554289867761,240.0,2008,76.0,70.0,414.0,49.0
2016,5.15,57.59554289867761,240.0,2009,77.0,67.0,408.0,50.0
2016,5.15,57.59554289867761,240.0,2010,77.0,64.0,232.0,49.0
2016,5.15,57.59554289867761,240.0,2011,75.0,64.0,205.0,51.0
2016,5.15,57.59554289867761,240.0,2012,74.0,60.0,325.0,51.0
2016,5.15,57.59554289867761,240.0,2013,74.0,58.0,299.0,49.0
2016,5.15,57.59554289867761,240.0,2014,72.0,54.0,258.0,50.0
2016,5.15,57.59554289867761,240.0,2015,72.0,52.0,249.0,46.0
2016,5.15,57.59554289867761,240.0,2016,72.0,47.0,224.0,48.0
2016,5.15,57.59554289867761,240.0,2017,70.0,46.0,203.0,48.0
2016,5.15,57.59554289867761,240.0,2018,66.0,50.0,181.0,49.0
2016,5.15,57.59554289867761,240.0,2019,62.0,57.0,168.0,49.0
2016,5.15,57.59554289867761,240.0,2020,64.0,57.0,165.0,34.0
2016,5.15,57.59554289867761,240.0,2021,62.0,66.0,178.0,31.0
2016,5.15,57.59554289867761,240.0,2022,60.0,72.0,180.0,37.0
2016,5.15,57.59554289867761,240.0,2023,58.0,68.0,161.0,42.0
2017,5.6,57.73934318779833,240.0,2000,69.0,54.0,211.0,59.0
2017,5.6,57.73934318779833,240.0,2001,70.0,84.0,325.0,38.0
2017,5.6,57.73934318779833,240.0,2002,71.0,75.0,301.0,50.0
2017,5.6,57.73934318779833,240.0,2003,72.0,66.0,277.0,60.0
2017,5.6,57.73934318779833,240.0,2004,72.0,82.0,347.0,50.0
2017,5.6,57.73934318779833,240.0,2005,73.0,91.0,390.0,46.0
2017,5.6,57.73934318779833,240.0,2006,74.0,83.0,371.0,52.0
2017,5.6,57.73934318779833,240.0,2007,75.0,76.0,354.0,55.0
2017,5.6,57.73934318779833,240.0,2008,76.0,70.0,414.0,49.0
2017,5.6,57.73934318779833,240.0,2009,77.0,67.0,408.0,50.0
2017,5.6,57.73934318779833,240.0,2010,77.0,64.0,232.0,49.0
2017,5.6,57.73934318779833,240.0,2011,75.0,64.0,205.0,51.0
2017,5.6,57.73934318779833,240.0,2012,74.0,60.0,325.0,51.0
2017,5.6,57.73934318779833,240.0,2013,74.0,58.0,299.0,49.0
2017,5.6,57.73934318779833,240.0,2014,72.0,54.0,258.0,50.0
2017,5.6,57.73934318779833,240.0,2015,72.0,52.0,249.0,46.0
2017,5.6,57.73934318779833,240.0,2016,72.0,47.0,224.0,48.0
2017,5.6,57.73934318779833,240.0,2017,70.0,46.0,203.0,48.0
2017,5.6,57.73934318779833,240.0,2018,66.0,50.0,181.0,49.0
2017,5.6,57.73934318779833,240.0,2019,62.0,57.0,168.0,49.0
2017,5.6,57.73934318779833,240.0,2020,64.0,57.0,165.0,34.0
2017,5.6,57.73934318779833,240.0,2021,62.0,66.0,178.0,31.0
2017,5.6,57.73934318779833,240.0,2022,60.0,72.0,180.0,37.0
2017,5.6,57.73934318779833,240.0,2023,58.0,68.0,161.0,42.0
2018,7.0,41.0,240.0,2000,69.0,54.0,211.0,59.0
2018,7.0,41.0,240.0,2001,70.0,84.0,325.0,38.0
2018,7.0,41.0,240.0,2002,71.0,75.0,301.0,50.0
2018,7.0,41.0,240.0,2003,72.0,66.0,277.0,60.0
2018,7.0,41.0,240.0,2004,72.0,82.0,347.0,50.0
2018,7.0,41.0,240.0,2005,73.0,91.0,390.0,46.0
2018,7.0,41.0,240.0,2006,74.0,83.0,371.0,52.0
2018,7.0,41.0,240.0,2007,75.0,76.0,354.0,55.0
2018,7.0,41.0,240.0,2008,76.0,70.0,414.0,49.0
2018,7.0,41.0,240.0,2009,77.0,67.0,408.0,50.0
2018,7.0,41.0,240.0,2010,77.0,64.0,232.0,49.0
2018,7.0,41.0,240.0,2011,75.0,64.0,205.0,51.0
2018,7.0,41.0,240.0,2012,74.0,60.0,325.0,51.0
2018,7.0,41.0,240.0,2013,74.0,58.0,299.0,49.0
2018,7.0,41.0,240.0,2014,72.0,54.0,258.0,50.0
2018,7.0,41.0,240.0,2015,72.0,52.0,249.0,46.0
2018,7.0,41.0,240.0,2016,72.0,47.0,224.0,48.0
2018,7.0,41.0,240.0,2017,70.0,46.0,203.0,48.0
2018,7.0,41.0,240.0,2018,66.0,50.0,181.0,49.0
2018,7.0,41.0,240.0,2019,62.0,57.0,168.0,49.0
2018,7.0,41.0,240.0,2020,64.0,57.0,165.0,34.0
2018,7.0,41.0,240.0,2021,62.0,66.0,178.0,31.0
2018,7.0,41.0,240.0,2022,60.0,72.0,180.0,37.0
2018,7.0,41.0,240.0,2023,58.0,68.0,161.0,42.0
2019,3.4,61.0,240.0,2000,69.0,54.0,211.0,59.0
2019,3.4,61.0,240.0,2001,70.0,84.0,325.0,38.0
2019,3.4,61.0,240.0,2002,71.0,75.0,301.0,50.0
2019,3.4,61.0,240.0,2003,72.0,66.0,277.0,60.0
2019,3.4,61.0,240.0,2004,72.0,82.0,347.0,50.0
2019,3.4,61.0,240.0,2005,73.0,91.0,390.0,46.0
2019,3.4,61.0,240.0,2006,74.0,83.0,371.0,52.0
2019,3.4,61.0,240.0,2007,75.0,76.0,354.0,55.0
2019,3.4,61.0,240.0,2008,76.0,70.0,414.0,49.0
2019,3.4,61.0,240.0,2009,77.0,67.0,408.0,50.0
2019,3.4,61.0,240.0,2010,77.0,64.0,232.0,49.0
2019,3.4,61.0,240.0,2011,75.0,64.0,205.0,51.0
2019,3.4,61.0,240.0,2012,74.0,60.0,325.0,51.0
2019,3.4,61.0,240.0,2013,74.0,58.0,299.0,49.0
2019,3.4,61.0,240.0,2014,72.0,54.0,258.0,50.0
2019,3.4,61.0,240.0,2015,72.0,52.0,249.0,46.0
2019,3.4,61.0,240.0,2016,72.0,47.0,224.0,48.0
2019,3.4,61.0,240.0,2017,70.0,46.0,203.0,48.0
2019,3.4,61.0,240.0,2018,66.0,50.0,181.0,49.0
2019,3.4,61.0,240.0,2019,62.0,57.0,168.0,49.0
2019,3.4,61.0,240.0,2020,64.0,57.0,165.0,34.0
2019,3.4,61.0,240.0,2021,62.0,66.0,178.0,31.0
2019,3.4,61.0,240.0,2022,60.0,72.0,180.0,37.0
2019,3.4,61.0,240.0,2023,58.0,68.0,161.0,42.0
2020,9.8,28.0,240.0,2000,69.0,54.0,211.0,59.0
2020,9.8,28.0,240.0,2001,70.0,84.0,325.0,38.0
2020,9.8,28.0,240.0,2002,71.0,75.0,301.0,50.0
2020,9.8,28.0,240.0,2003,72.0,66.0,277.0,60.0
2020,9.8,28.0,240.0,2004,72.0,82.0,347.0,50.0
2020,9.8,28.0,240.0,2005,73.0,91.0,390.0,46.0
2020,9.8,28.0,240.0,2006,74.0,83.0,371.0,52.0
2020,9.8,28.0,240.0,2007,75.0,76.0,354.0,55.0
2020,9.8,28.0,240.0,2008,76.0,70.0,414.0,49.0
2020,9.8,28.0,240.0,2009,77.0,67.0,408.0,50.0
2020,9.8,28.0,240.0,2010,77.0,64.0,232.0,49.0
2020,9.8,28.0,240.0,2011,75.0,64.0,205.0,51.0
2020,9.8,28.0,240.0,2012,74.0,60.0,325.0,51.0
2020,9.8,28.0,240.0,2013,74.0,58.0,299.0,49.0
2020,9.8,28.0,240.0,2014,72.0,54.0,258.0,50.0
2020,9.8,28.0,240.0,2015,72.0,52.0,249.0,46.0
2020,9.8,28.0,240.0,2016,72.0,47.0,224.0,48.0
2020,9.8,28.0,240.0,2017,70.0,46.0,203.0,48.0
2020,9.8,28.0,240.0,2018,66.0,50.0,181.0,49.0
2020,9.8,28.0,240.0,2019,62.0,57.0,168.0,49.0
2020,9.8,28.0,240.0,2020,64.0,57.0,165.0,34.0
2020,9.8,28.0,240.0,2021,62.0,66.0,178.0,31.0
2020,9.8,28.0,240.0,2022,60.0,72.0,180.0,37.0
2020,9.8,28.0,240.0,2023,58.0,68.0,161.0,42.0
2021,15.0,82.0,240.0,2000,69.0,54.0,211.0,59.0
2021,15.0,82.0,240.0,2001,70.0,84.0,325.0,38.0
2021,15.0,82.0,240.0,2002,71.0,75.0,301.0,50.0
2021,15.0,82.0,240.0,2003,72.0,66.0,277.0,60.0
2021,15.0,82.0,240.0,2004,72.0,82.0,347.0,50.0
2021,15.0,82.0,240.0,2005,73.0,91.0,390.0,46.0
2021,15.0,82.0,240.0,2006,74.0,83.0,371.0,52.0
2021,15.0,82.0,240.0,2007,75.0,76.0,354.0,55.0
2021,15.0,82.0,240.0,2008,76.0,70.0,414.0,49.0
2021,15.0,82.0,240.0,2009,77.0,67.0,408.0,50.0
2021,15.0,82.0,240.0,2010,77.0,64.0,232.0,49.0
